"station","date","max"
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-08-26,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-08-27,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-08-28,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-08-29,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-08-30,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-08-31,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-01,91
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-02,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-03,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-04,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-05,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-06,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-07,92
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-08,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-09,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-10,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-11,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-12,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-13,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-14,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-15,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-16,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-17,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-18,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-19,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-20,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-21,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-22,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-23,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-24,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-25,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-26,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-27,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-28,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-29,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-09-30,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-01,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-02,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-03,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-04,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-05,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-06,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-07,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-08,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-09,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-10,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-11,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-12,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-13,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-14,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-15,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-16,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-17,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-18,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-19,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-20,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-21,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-22,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-23,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-24,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-25,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-26,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-27,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-28,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-29,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-30,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-10-31,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-01,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-02,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-03,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-04,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-05,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-06,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-07,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-08,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-09,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-10,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-11,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-12,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-13,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-14,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-15,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-16,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-17,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-18,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-19,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-20,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-21,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-22,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-23,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-24,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-25,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-26,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-27,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-28,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-29,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-11-30,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-01,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-02,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-03,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-04,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-05,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-06,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-07,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-08,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-09,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-10,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-11,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-12,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-13,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-14,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-15,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-16,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-17,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-18,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-19,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-20,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-21,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-22,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-23,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-24,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-25,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-26,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-27,43
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-28,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-29,43
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-30,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2012-12-31,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-01,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-02,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-03,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-04,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-05,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-06,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-07,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-08,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-09,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-10,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-11,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-12,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-13,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-14,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-15,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-16,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-17,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-18,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-19,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-20,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-21,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-22,45
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-23,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-24,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-25,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-26,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-27,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-28,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-29,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-30,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-01-31,49
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-01,44
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-02,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-03,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-04,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-05,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-06,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-07,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-08,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-09,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-10,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-11,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-12,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-13,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-14,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-15,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-16,44
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-17,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-18,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-19,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-20,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-21,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-22,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-23,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-24,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-25,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-26,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-27,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-02-28,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-01,44
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-02,39
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-03,42
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-04,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-05,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-06,45
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-07,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-08,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-09,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-10,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-11,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-12,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-13,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-14,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-15,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-16,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-17,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-18,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-19,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-20,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-21,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-22,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-23,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-24,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-25,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-26,42
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-27,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-28,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-29,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-30,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-03-31,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-01,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-02,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-03,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-04,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-05,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-06,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-07,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-08,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-09,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-10,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-11,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-12,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-13,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-14,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-15,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-16,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-17,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-18,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-19,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-20,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-21,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-22,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-23,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-24,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-25,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-26,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-27,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-28,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-29,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-04-30,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-01,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-02,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-03,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-04,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-05,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-06,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-07,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-08,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-09,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-10,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-11,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-12,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-13,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-14,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-15,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-16,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-17,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-18,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-19,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-20,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-21,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-22,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-23,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-24,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-25,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-26,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-27,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-28,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-29,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-30,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-05-31,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-01,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-02,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-03,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-04,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-05,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-06,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-07,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-08,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-09,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-10,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-11,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-12,91
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-13,91
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-14,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-15,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-16,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-17,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-18,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-19,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-20,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-21,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-22,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-23,84
