"station","date","max"
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-24,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-25,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-26,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-27,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-28,92
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-29,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-06-30,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-01,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-02,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-03,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-04,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-05,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-06,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-07,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-08,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-09,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-10,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-11,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-12,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-13,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-14,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-15,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-16,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-17,91
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-18,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-19,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-20,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-21,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-22,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-23,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-24,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-25,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-26,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-27,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-28,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-29,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-30,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-07-31,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-01,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-02,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-03,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-04,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-05,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-06,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-07,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-08,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-09,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-10,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-11,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-12,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-13,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-14,83
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-15,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-16,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-17,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-18,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-19,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-20,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-21,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-22,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-23,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-24,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-25,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-26,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-27,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-28,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-29,92
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-30,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-08-31,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-01,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-02,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-03,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-04,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-05,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-06,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-07,88
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-08,91
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-09,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-10,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-11,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-12,90
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-13,87
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-14,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-15,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-16,89
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-17,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-18,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-19,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-20,86
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-21,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-22,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-23,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-24,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-25,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-26,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-27,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-28,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-29,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-09-30,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-01,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-02,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-03,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-04,85
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-05,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-06,84
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-07,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-08,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-09,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-10,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-11,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-12,81
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-13,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-14,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-15,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-16,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-17,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-18,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-19,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-20,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-21,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-22,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-23,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-24,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-25,56
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-26,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-27,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-28,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-29,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-30,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-10-31,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-01,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-02,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-03,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-04,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-05,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-06,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-07,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-08,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-09,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-10,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-11,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-12,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-13,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-14,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-15,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-16,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-17,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-18,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-19,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-20,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-21,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-22,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-23,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-24,48
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-25,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-26,48
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-27,44
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-28,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-29,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-11-30,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-01,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-02,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-03,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-04,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-05,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-06,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-07,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-08,48
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-09,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-10,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-11,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-12,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-13,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-14,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-15,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-16,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-17,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-18,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-19,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-20,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-21,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-22,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-23,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-24,41
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-25,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-26,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-27,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-28,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-29,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-30,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2013-12-31,45
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-01,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-02,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-03,36
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-04,36
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-05,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-06,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-07,26
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-08,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-09,49
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-10,49
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-11,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-12,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-13,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-14,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-15,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-16,46
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-17,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-18,45
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-19,54
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-20,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-21,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-22,38
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-23,40
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-24,36
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-25,49
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-26,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-27,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-28,30
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-29,28
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-30,40
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-01-31,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-01,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-02,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-03,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-04,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-05,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-06,42
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-07,51
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-08,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-09,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-10,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-11,40
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-12,35
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-13,45
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-14,57
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-15,48
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-16,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-17,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-18,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-19,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-20,76
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-21,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-22,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-23,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-24,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-25,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-26,49
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-27,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-02-28,55
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-01,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-02,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-03,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-04,44
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-05,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-06,47
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-07,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-08,70
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-09,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-10,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-11,78
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-12,72
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-13,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-14,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-15,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-16,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-17,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-18,50
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-19,62
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-20,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-21,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-22,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-23,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-24,60
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-25,52
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-26,53
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-27,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-28,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-29,68
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-30,65
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-03-31,79
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-01,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-02,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-03,82
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-04,77
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-05,69
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-06,59
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-07,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-08,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-09,67
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-10,75
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-11,73
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-12,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-13,80
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-14,71
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-15,64
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-16,61
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-17,66
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-18,58
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-19,63
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-20,74
"ATLANTA HARTSFIELD INTERNATIONAL AIRPORT GA US",2014-04-21,78
